	textid	text	pair	target
11665	11665	The secretary near the students contacted the professor .	The students contacted the professor .	non-entailment
11666	11666	The judges by the lawyer introduced the actor .	The lawyer introduced the actor .	non-entailment
11667	11667	The students by the managers waited .	The managers waited .	non-entailment
11668	11668	The authors by the presidents called the manager .	The presidents called the manager .	non-entailment
11669	11669	The athlete near the scientist encouraged the managers .	The scientist encouraged the managers .	non-entailment
11670	11670	The doctors near the tourist admired the judges .	The tourist admired the judges .	non-entailment
11671	11671	The student in front of the senator resigned .	The senator resigned .	non-entailment
11672	11672	The judge by the artist performed .	The artist performed .	non-entailment
11673	11673	The artists behind the student encouraged the bankers .	The student encouraged the bankers .	non-entailment
11674	11674	The actor near the doctors believed the manager .	The doctors believed the manager .	non-entailment
11675	11675	The tourists near the lawyers performed .	The lawyers performed .	non-entailment
11676	11676	The doctors near the manager resigned .	The manager resigned .	non-entailment
11677	11677	The scientist behind the actor believed the banker .	The actor believed the banker .	non-entailment
11678	11678	The professors in front of the banker thanked the secretary .	The banker thanked the secretary .	non-entailment
11679	11679	The athletes by the judges contacted the author .	The judges contacted the author .	non-entailment
11680	11680	The presidents near the authors advised the senators .	The authors advised the senators .	non-entailment
11681	11681	The doctors by the lawyer advised the manager .	The lawyer advised the manager .	non-entailment
11682	11682	The students in front of the secretaries believed the tourist .	The secretaries believed the tourist .	non-entailment
11683	11683	The bankers next to the lawyers waited .	The lawyers waited .	non-entailment
11684	11684	The managers in front of the athlete slept .	The athlete slept .	non-entailment
11685	11685	The artist by the lawyer mentioned the doctor .	The lawyer mentioned the doctor .	non-entailment
11686	11686	The banker behind the professor advised the managers .	The professor advised the managers .	non-entailment
11687	11687	The actor near the senator thanked the athlete .	The senator thanked the athlete .	non-entailment
11688	11688	The scientists behind the doctor shouted .	The doctor shouted .	non-entailment
11689	11689	The banker near the scientist performed .	The scientist performed .	non-entailment
11690	11690	The students by the author advised the athletes .	The author advised the athletes .	non-entailment
11691	11691	The professor by the senator mentioned the authors .	The senator mentioned the authors .	non-entailment
11692	11692	The professors behind the president mentioned the secretaries .	The president mentioned the secretaries .	non-entailment
11693	11693	The authors next to the artist admired the students .	The artist admired the students .	non-entailment
11694	11694	The artists in front of the scientists advised the athlete .	The scientists advised the athlete .	non-entailment
11695	11695	The student behind the bankers arrived .	The bankers arrived .	non-entailment
11696	11696	The senators behind the doctors saw the scientist .	The doctors saw the scientist .	non-entailment
11697	11697	The judges in front of the authors called the presidents .	The authors called the presidents .	non-entailment
11698	11698	The author by the artists performed .	The artists performed .	non-entailment
11699	11699	The manager behind the senators called the scientists .	The senators called the scientists .	non-entailment
11700	11700	The lawyer in front of the athletes thanked the tourist .	The athletes thanked the tourist .	non-entailment
11701	11701	The lawyers behind the judges slept .	The judges slept .	non-entailment
11702	11702	The tourists by the athlete helped the bankers .	The athlete helped the bankers .	non-entailment
11703	11703	The senators near the bankers shouted .	The bankers shouted .	non-entailment
11704	11704	The senators next to the banker introduced the authors .	The banker introduced the authors .	non-entailment
11705	11705	The artists next to the professors encouraged the banker .	The professors encouraged the banker .	non-entailment
11706	11706	The tourists by the bankers admired the lawyer .	The bankers admired the lawyer .	non-entailment
11707	11707	The scientists by the actor waited .	The actor waited .	non-entailment
11708	11708	The scientists by the lawyer advised the tourists .	The lawyer advised the tourists .	non-entailment
